ra,dec,observed,jd_start,jd_end,alt_start,az_start,alt_end,az_end
0.000000,-18.000000,0
0.000000,-14.000000,0
0.000000,-10.000000,0
0.000000,-6.000000,0
0.000000,-2.000000,0
0.000000,2.000000,0
0.000000,6.000000,0
0.000000,10.000000,0
0.000000,14.000000,0
0.000000,18.000000,0
0.000000,22.000000,0
0.000000,26.000000,0
0.000000,30.000000,0
4.000000,-22.000000,0
4.000000,-18.000000,0
4.000000,-14.000000,0
4.000000,-10.000000,0
4.000000,-6.000000,0
4.000000,-2.000000,0
4.000000,2.000000,0
4.000000,6.000000,0
4.000000,10.000000,0
8.000000,-22.000000,0
8.000000,-18.000000,0
8.000000,-14.000000,0
8.000000,-10.000000,0
8.000000,-6.000000,0
12.000000,-26.000000,0
324.000000,6.000000,0
328.000000,6.000000,0
328.000000,10.000000,0
328.000000,14.000000,0
332.000000,2.000000,0
332.000000,6.000000,0
332.000000,10.000000,0
332.000000,14.000000,0
336.000000,-2.000000,0
336.000000,2.000000,0
336.000000,6.000000,0
336.000000,10.000000,0
336.000000,14.000000,0
336.000000,18.000000,0
340.000000,-6.000000,0
340.000000,-2.000000,0
340.000000,2.000000,0
340.000000,6.000000,0
340.000000,10.000000,0
340.000000,14.000000,0
340.000000,18.000000,0
340.000000,22.000000,0
344.000000,-6.000000,0
344.000000,-2.000000,0
344.000000,2.000000,0
344.000000,6.000000,0
344.000000,10.000000,0
344.000000,14.000000,0
344.000000,18.000000,0
344.000000,22.000000,0
344.000000,26.000000,0
348.000000,-10.000000,0
348.000000,-6.000000,0
348.000000,-2.000000,0
348.000000,2.000000,0
348.000000,6.000000,0
348.000000,10.000000,0
348.000000,14.000000,0
348.000000,18.000000,0
348.000000,22.000000,0
348.000000,26.000000,0
352.000000,-14.000000,0
352.000000,-10.000000,0
352.000000,-6.000000,0
352.000000,-2.000000,0
352.000000,2.000000,0
352.000000,6.000000,0
352.000000,10.000000,0
352.000000,14.000000,0
352.000000,18.000000,0
352.000000,22.000000,0
352.000000,26.000000,0
356.000000,-14.000000,0
356.000000,-10.000000,0
356.000000,-6.000000,0
356.000000,-2.000000,0
356.000000,2.000000,0
356.000000,6.000000,0
356.000000,10.000000,0
356.000000,14.000000,0
356.000000,18.000000,0
356.000000,22.000000,0
356.000000,26.000000,0
356.000000,30.000000,0
